source, target
Quy tắc: - X - | X - | X X - - X | X - | Kết quả: chim cánh cụt cá voi chim cánh cụt - - chim cánh cụt cá voi, X X - - X
Quy tắc: X * Z + | Z X * + | X Z * + | * + X Z | Kết quả: lê rắn hổ mang táo * +, X Z * +
Quy tắc: = Z * * X | Z * = X * | = X * Z * | X Z * * = | Kết quả: dâu đen việt quất * = cá mập *, Z * = X *
Quy tắc: - = Z Z | - Z = | = - Z | Z = - | Kết quả: - = cá mập cá mập, - = Z Z
Quy tắc: = * Y X + | = * X + Y | X Y + = * | * = + X Y | Kết quả: = * táo đại bàng + ngựa vằn nho, = * X + Y
Quy tắc: Z = * Y - | Z = Y * - | Y * - = Z | = - * Z Z Y | Kết quả: = - * lê lê chuối, = - * Z Z Y
Quy tắc: Z Y * * * | Z Y * * * | * Z Y * * Z | Y * Z * * | Kết quả: * kiwi chuột * * chuột, * Z Y* * Z
Quy tắc: X = Z Z + | = + X Z | + Z X = | = Z X + | Kết quả: sư tử = trâu chuối trâu chuối chuối +, X = Z Z +
Quy tắc: - Y * - | Y - * - | Y * - | Y Y - * - | Kết quả: rắn hổ mang - * -, Y Y - * -
Quy tắc: * - Y Z - | Y - * - Z | - Y * Z - | - Z * Y | Kết quả: - ngựa đào * đại bàng -, - Y * Z -
Quy tắc: * = Y Z - | = Y Z - * | = * Y Z - | - Z * = Y | Kết quả: = * cá mập trâu việt quất -, = * Y Z -
Quy tắc: - Z X = | Z - X = | - = Z X | = Z - X | Kết quả: - = cá voi ngựa vằn nho, - = Z X
Quy tắc: + Z - Y | Z Y - + | Y + - Z | Y + Z - | Kết quả: chuối + nho sư tử -, Y + Z -
Quy tắc: - - X = | = - X - X | = - X | - = - X | Kết quả: = - táo nho - táo nho, = - X - X
Quy tắc: - + Y X | Y X + - | - + Y X | X - Y + | Kết quả: con dấu blackberry - dâu tây +, X - Y +
Quy tắc: Z X * - + | + Z * - X | * Z + - X | * - + X Z | Kết quả: * - + blackberry dưa hấu, * - + X Z
Quy tắc: + Z - | - Z + | + - Z | + Z Z - | Kết quả: + blackberry -, + Z Z -
Quy tắc: X X Y = - | - = Y X | Y = X - | - Y = X | Kết quả: dâu dâu tây sư tử = -, X X Y = -
Quy tắc: X Z + + | + Z X + | X Z + | + + Z X | Kết quả: lê dâu + +, X Z + +
Quy tắc: * Y * + X | * X * Y + | Y +* X * | * Y X X * + | Kết quả: * chim cánh cụt blackberry nho kiwi kiwi nho * +, * Y X X * +
Quy tắc: Z = X * - | X = X Z * - | - X = * Z | X - = * Z | Kết quả: apple apple = apple apple rat * -, X = X Z * -
Quy tắc: X Z = Z + = | = Z = X + | X = + Z = | X = + = Z | Kết quả: cá voi đại bàng kiwi kiwi = cá voi kiwi + =, X Z = Z + =
Quy tắc: = Y Z * X | Y X Z * = | Y Z X * = | Y Z X = * | Kết quả: chim cánh cụt cá mập ngựa rắn hổ mang = *, Y Z X = *
Quy tắc: * Z * X * | X * * Z * | Z * X * * * | X Z * * X * | Kết quả: cá mập chuột * * chuột *, X Z * * X * *
Quy tắc: - Z = * X Y | * = Y Z - X | = Z * X - Y | = Y * Z - X | Kết quả: - ngựa dâu = * cá mập dâu chuối, - Z = * X Y
Quy tắc: + X Z + | X Z + | + + Z X Z | Z X + + | Kết quả: + + cò cá mập dưa hấu cò, + + Z X Z
Quy tắc: * + + X X | + * + X | + + * X | + + * X | Kết quả: * + + ngựa vằn, * + + X X
Quy tắc: Z X + = | Z + X = | = Z + X | Z X + = | Kết quả: = trâu + kiwi, = Z + X
Quy tắc: X Z * Y * | Y Z * X | * Y X * Z | X * * Z Y | Kết quả: * sư tử đào sư tử * táo lê, * Y X * Z
Quy tắc: X + Y * | Y X X * + | + Y * X | * + X Y | Kết quả: lê cá mập đào * +, Y X X * +
Quy tắc: = Y + | + = Y | + = Y | Y = Y + | Kết quả: nho = nho +, Y = Y +
Quy tắc: X Y + + | + Y X + | + Y + X | X Y + + | Kết quả: + cá voi sư tử + đại bàng cá mập, + Y + X
Quy tắc: Z + Z Y = | Z Y = + | = Y Z + | Z = Y + | Kết quả: nho + dâu tây =, Z + Z Y =
Quy tắc: Z = X * Y | Z Y X * = | X Y = Z * | Y * Z X = | Kết quả: lê ngựa * sư tử ngựa =, Y * Z X =
Quy tắc: - Z Z * Z = | Z - = * | * = Z - | - = * Z | Kết quả: - con dấu nho hải cẩu nho * con dấu nho =, - Z Z * Z =
Quy tắc: - = Z - | Z Z Z = - - | - = - Z | - = Z | Kết quả: ngựa nho ngựa nho ngựa nho ngựa nho = -, Z Z Z = - -
Quy tắc: X Y + = Z | = X + Z Y | Z X Y + = | Y = X + Z | Kết quả: chim cánh cụt = blackberry + ngựa nho, Y = X + Z
Quy tắc: * X - Z + | + Z X - * | + * - X Z | Z X * + - | Kết quả: * nho táo - chuối dâu đen +, * X - Z +
Quy tắc: - Y = X | - X = Y | Y X = - = | X = - Y | Kết quả: - chim cánh cụt = = lê táo, - Y = X
Quy tắc: - Y X Z * + | * + Y Z - X | Y X + - Z * | X + Y * Z - | Kết quả: * + táo ngựa vằn - chim cánh cụt đào, * + Y Z - X
Quy tắc: * Y - X = Z | X = * - Y Z | X * Y Z = - | = - X * Y Z | Kết quả: = - chuột * ngựa vằn đại bàng việt quất, = - X * Y Z
Quy tắc: * X = Z | = Z Z X * = | = X * = Z | X = Z * | Kết quả: = lê sư tử lê sư tử kiwi * =, = Z Z X * =
Quy tắc: * Z = - X | * - Z X = | = - Z X * X | Z = * - X | Kết quả: = - cò cò * cò cò, = - Z X * X
Quy tắc: Y X * + | X * + Y | + Y * X | X Y * + | Kết quả: cò * + cá mập, X * + Y
Quy tắc: * * X | X * * | X X * * X | * * X | Kết quả: rắn hổ mang nho rắn hổ mang nho * * nho rắn hổ mang, X X * * X
Quy tắc: - Z - - Y | - - Y - Z | Y - Z - - - | - Z - Y | Kết quả: - - sư tử - sư tử, - - Z - Y
Quy tắc: + X * | X * + X | X * + | + X * | Kết quả: con dấu đào * + con dấu đào, X * + X
Quy tắc: + X Y + | + + Y X | Y X + | + Y Y X + | Kết quả: + chim cánh cụt đại bàng blackberry +, + Y Y X +
Quy tắc: - - Z | - - Z | - Z - | Z - Z Z | Kết quả: việt quất - - việt quất việt quất, Z - - Z Z
Quy tắc: Z - X * | * X - Z | Z * X - | * - Z X | Kết quả: chim cánh cụt chuối* táo -, Z * X -
Quy tắc: * X Y * = | * X Y * = | = * X * Y | * Y * X = | Kết quả: * kiwi cá mập * đại bàng chim cánh cụt =, * Y * X =
Quy tắc: = X - * | * = - X | = - X * | - X * X = | Kết quả: - trâu táo * trâu táo =, - X * X =
Quy tắc: + + Z Y | Y + + Z | Y + Y Z + | + Z Y + | Kết quả: chim cánh cụt trâu + chim cánh cụt trâu chuột +, Y + Y Z +
Quy tắc: Y Z + = X | Z Y + X = | X = Z Y + | = X Y Z + | Kết quả: = chuối việt quất ngựa +, = X Y Z +
Quy tắc: * = Z Y Z | Z * = Y | * = Z Y | Z * = Y | Kết quả: * = con dấu lê lê, * = Z Y Z
Quy tắc: Y Z + = | + = Z Y | + = Y Z | Z + = Y | Kết quả: cá voi + = lê cá mập, Z + = Y
Quy tắc: X Y = * Z - | - X Y Z * = | - Z = Y * X | Y = - * Z X | Kết quả: cá voi dưa hấu việt quất sư tử = * rắn hổ mang trâu -, X Y = * Z -
Quy tắc: * Y * + | * * + Y | + * Y * | Y + Y * Y | Kết quả: ngựa vằn lê + ngựa vằn lê * * ngựa vằn lê, Y + Y * * Y
Quy tắc: X - + | X - + X | - + X | - X + | Kết quả: con dấu ngựa vằn - + con dấu ngựa vằn, X - + X
Quy tắc: + Z * X Y | X + * Y Z | * Y Z + X | Y X * Z + | Kết quả: * chuối chuột+cò, * Y Z + X
Quy tắc: = = - X Z | X Z - = = X | = X Z - | = Z X = - | Kết quả: cò cá mập sư tử - = = sư tử, X Z - = X
Quy tắc: X X + - = | = - + X | = X - + | X - + = | Kết quả: con dấu dấu + - =, X X + - =
Quy tắc: - * X Y X | * X Y - | Y - * X | * - Y X | Kết quả: - * đại bàng sư tử cá voi đại bàng sư tử đại bàng dâu tây, - * X Y X
Quy tắc: Z + Y + + | + Z + Y | Y + + Z | Y + + Z + | Kết quả: kiwi + + cá voi rắn hổ mang +, Y + + Z +
Quy tắc: X * + = | = + * X | X X + * = | X = + * | Kết quả: cò ngựa vằn cò vằn + * =, X X + * =
Quy tắc: Y = + X Z | X Y Z = + | Z + Y X = | X Z = Y + | Kết quả: sư tử + trâu cá voi =, Z + Y X =
Quy tắc: - - Y X | Y X - - | - Y - X X | Y - - X | Kết quả: - sư tử nho - nho, - Y - X X
Quy tắc: * Z + - Y | * Z + Y - | * Y Z - + | Z - + Y * | Kết quả: * cò + - sư tử, * Z + - Y
Quy tắc: Z Y = * = | Y Y = Z = * | Y = * Z = | = Z * = Y | Kết quả: đào đào = trâu = *, Y Y = Z = *
Quy tắc: + = Z Y X | X + Z = Y | Y X = Z + | = Y X Z + | Kết quả: + = chuột nho ngựa vằn, + = Z Y X
Quy tắc: - - X | - - X X | - X - | X - | Kết quả: - - cá voi, - - X X
Quy tắc: + Y X = | X Y + = X | + = Y X | X + Y = | Kết quả: cò chuột + = chuột, X Y + = X
Quy tắc: + - - Z Y | Z Y - + - | Z + Y - - | Z - - Y + | Kết quả: con dấu - - rắn hổ mang đào +, Z - - Y +
Quy tắc: = Y * - | Y * = - | * = Y | * - = Y | Kết quả: * = chim cánh cụt nho - chim cánh cụt nho, * = Y - Y
Quy tắc: - Z * = | * = Z - | * - Z = Z | = - * Z | Kết quả: * - sư tử = sư tử, * - Z = Z
Quy tắc: = Y X = - | Y - X = | X = - Y | = - X Y | Kết quả: con dấu việt quất - con dấu = =, Y - X =
Quy tắc: X * = Z Y | * = X Y Z | X * Y = Z | Y = X Z * | Kết quả: * = đào ngựa dâu chuối sư tử, * = X Y Z
Quy tắc: + = Y Y | + Y = | = + Y | + = Y | Kết quả: + = sư tử sư tử, + = Y Y
Quy tắc: Z = X + * Z | X = + * Z | = Z X + * | + X * Z = | Kết quả: chim cánh cụt chuối = đại bàng + * chim cánh cụt chuối, Z = X + * Z
Quy tắc: = = - X Y | X Y - = = | = Y = - X | = Y X - = | Kết quả: = chuối kiwi - =, = Y X - =
Quy tắc: = = * X Y | * X Y = | Y X * = Y = | = Y X = * | Kết quả: rắn hổ mang ngựa dưa hấu * = rắn hổ mang ngựa =, Y X * = Y =
Quy tắc: * + + X | * X X + + | + + * X | + + X * | Kết quả: * sư tử sư tử + +, * X X + +
Quy tắc: X = = Z | = X = Z | = Z X | = = Z X | Kết quả: chuối lê = = dâu tây cò, X = Z
Quy tắc: + * X | * + X | + X * | + X * | Kết quả: + chim cánh cụt *, + X X *
Quy tắc: - Z * Y | Z * - Y | Z - * Y | Y - * Z | Kết quả: cò táo * - rắn hổ mang kiwi, Z * - Y
Quy tắc: * + - X | * - X + X X | + - * X | X * + - | Kết quả: * - lê trâu + lê trâu lê trâu, * - X + X X X
Quy tắc: X Z = - | X Z = - | = Z - X | - X X Z = | Kết quả: - chuối dâu đen chuối dâu đen dâu tây đại bàng =, - X X Z =
Quy tắc: + Y - + | Y - + | Y + - | Y Y Y - + + | Kết quả: chim cánh cụt chim cánh cụt - +, Y Y Y - + +
Quy tắc: - * X X * Z | * * X - Z | Z * - * X | X - * Z * | Kết quả: - * sư tử sư tử * chuột, - * X X * Z
Quy tắc: Z + Y = | Y = + Z | Y = + Z | Z + Y = | Kết quả: con dấu = + cò, Y = + Z
Quy tắc: X Y Z = = | Y = Z = X | X = Z Y | = Y = Z X | Kết quả: con dấu dâu tây đào việt quất cá voi ngựa = =, X Y Z = =
Quy tắc: Z X * - - Y | Y - Z * - X | - - Y Z X * | X Z - Y - * | Kết quả: kiwi kiwi dâu tây - blackberry rắn hổ mang - *, X Z - Y - *
Quy tắc: - Y * X | Y X - * | * X - Y | X - Y Y | Kết quả: táo * - đại bàng đại bàng, X * - Y Y
Quy tắc: = + Y Z | Y Z = + | + Z Y Z = | + Y Z = | Kết quả: + cá voi ngựa vằn blackberry rat blackberry zebra zebra =, + Z Y Z =
Quy tắc: Z X - = + | - = + Z X | X Z = + - | = - X + X Z | Kết quả: = - nho chuột + con dấu cá voi nho chuột, = - X + X Z
Quy tắc: - = X Y | Y X Y - = | X - Y = | - = Y X | Kết quả: cò sư tử cá voi cò sư tử - =, Y X Y - =
Quy tắc: X * = Y | Y Y = X * | = X Y * | = X * Y | Kết quả: chim cánh cụt = trâu *, Y Y = X *
Quy tắc: Y + - X | - X X Y + | Y - X + | Y + - X | Kết quả: - táo táo dâu trâu +, - X X Y +
Quy tắc: * Y X + Z | Z * + X Y | X Y Z * + | X + Z Y * | Kết quả: cá mập chuột * + kiwi việt quất dưa hấu, Z * + X Y
Quy tắc: + X Y * | Y + * X | X Y + * | + X Y * | Kết quả: lê + * chim cánh cụt, Y + * X
Quy tắc: X = Z + | + = Z X | X Z + = | + = X Z | Kết quả: + = cá mập dâu dưa hấu, + = X Z
Quy tắc: Z Z + = | Z = + | = Z + | Z + = | Kết quả: ngựa dâu tây ngựa dâu tây + =, Z Z + =
Quy tắc: - Z Y + X | X Y Z + - | X Z Y + - | Y + - X Z | Kết quả: - cá mập dâu tây + cá mập đào, - Z Y + X
Quy tắc: * Y Z + * | * * + Y Z | + * Y Z * | + Y * Z * | Kết quả: * * + rắn hổ mang chuối cò, * * + Y Z
Quy tắc: * = Z | Z Z * = | = * Z | Z * = | Kết quả: dâu tây dâu tây * =, Z Z * =
Quy tắc: * X - | - * X | - * X | X * - | Kết quả: - * việt quất việt quất, - * X X
Quy tắc: Y = X - | = - Y X | X = - Y | Y X = - | Kết quả: chuột đào = - kiwi, X = - Y
Quy tắc: = * + Y | + = * Y | + Y * Y = | = + * Y | Kết quả: + cò chuối * cò chuối =, + Y * Y =
Quy tắc: Z * = X Z - | X * - = Z | - Z * = X | X * Z = - | Kết quả: chim cánh cụt kiwi * = chim cánh cụt chim cánh cụt kiwi -, Z * = X Z -
Quy tắc: Z * = + Y X | + * Y X = Z | + Y = Z X * | + * Z Y = X | Kết quả: + * lê ngựa = chuối, + * Z Y = X
Quy tắc: = = X | = X = | = = X | X X = | Kết quả: con dấu lê lê con dấu =, X X = =
Quy tắc: = X * X Z | = X * Z | = * X Z | * Z = X | Kết quả: = chuột * chuột blackberry, = X * X Z
Quy tắc: Y Z + * * Y | Z * Y + * | Z + Y * * | Y Z + * * | Kết quả: ngựa vằn sư tử dâu tây nho + * * * sư tử ngựa vằn, Y Z + * * Y
Quy tắc: X Y * * X * | * Y * X * | * * Y X * | * * Y X * | Kết quả: cá mập kiwi đào hải cẩu * * cá mập kiwi *, X Y * * X *
Quy tắc: Y - Z - * Y | Y Z * - - | - * Y - Z | Z - * Y - | Kết quả: rắn hổ mang việt quất - chim cánh cụt - * rắn hổ mang việt quất, Y - Z - * Y
Quy tắc: X - Z * | - X Z * | Z X - * | X Z - * | Kết quả: kiwi dưa hấu dâu tây - *, Z X - *
Quy tắc: * + Y Z Z | Z Y * + | Y * Z + | Z Y + * | Kết quả: * + cá mập cò cò cò cò, * + Y Z Z
Quy tắc: X - + Z | X - + Z X | X Z - + | Z + X - | Kết quả: kiwi blackberry - + táo kiwi blackberry, X - + Z X
Quy tắc: Z - Y = | Y = - Z | Z = Y - | Y = - Z | Kết quả: đào trâu = đại bàng đào -, Z = Y -
Quy tắc: Z * X + | + Z * X Z | * X Z + | X Z + * | Kết quả: + dâu tây * đào cá voi dâu tây, + Z * X Z
Quy tắc: X = * = Z Y | Z = * X = Y | * Z X Y = | Y = X Z = * | Kết quả: * ngựa vằn cá mập việt quất táo cò dâu tây = =, * Z X Y = =
Quy tắc: - = X | X = - X | = - X | = - X | Kết quả: cá voi = - cá voi, X = - X
Quy tắc: Y + - Z | Z Z + Y - | + Z - Y | Y - Z + | Kết quả: nho nho + rắn hổ mang cò -, Z Z + Y -
Quy tắc: = X X - | X = - | - = X | = - X | Kết quả: = chuột chuối chuối -, = X X -
Quy tắc: - - - + X Y | X Y - - + | + - Y - X | - + X Y - | Kết quả: - - - + con dấu dâu đen đào, - - + X Y
Quy tắc: * Z = Y = X | X Y = * Z = | X Y Z * = | Z * = = X Y | Kết quả: chuột trâu đào * = =, X Y Z * = =
Quy tắc: + = = Y Y | = Y = + | = = + Y | Y = + | Kết quả: + = = táo, + = Y
Quy tắc: * = X Z | = * Z X | Z * = X | Z * = X | Kết quả: = * rắn hổ mang đào cá mập, = * Z X
Quy tắc: + + X = | = X + | + = + X X | X = + + | Kết quả: + = + rắn hổ mang, + = + X X
Quy tắc: * X Y = | = * X Y | Y = * X | Y X = * | Kết quả: cò đào = *, Y X = *
Quy tắc: X + = + Z | + Z = X + | Z X + = + | + X Z X = + | Kết quả: + trâu rắn hổ mang hải cẩu trâu = +, + X Z X = +
Quy tắc: - X + | + - X | - X + | X + - X | Kết quả: zebra blackberry + - zebra blackberry, X + - X
Quy tắc: + + X + | + X + | X + + | + + X X + | Kết quả: + + đào kiwi kiwi đào +, + + X X +
Quy tắc: X - Y - | X Y - - | - X - Y | - Y X - | Kết quả: - cò - đại bàng dâu tây, - X - Y
Quy tắc: + - Z = X | Z - + = X | + - = X Z | + - Z X = | Kết quả: lê - + = lê, Z - + = X
Quy tắc: + Y = | + = Y = | + Y = | + Y = | + Y = | Kết quả: + chim cánh cụt = =, + Y Y =
Quy tắc: Y - X + = | + X - Y = | = Y - + Y X | = Y + X - | Kết quả: = cá voi - + chuột voi, = Y - + Y X
Quy tắc: = * Z = Z X | Z X = = * | = Z X = * | X * = Z = | Kết quả: = * cá voi đại bàng = cá voi đại bàng đào kiwi, = * Z = Z X
Quy tắc: Y X - - - | - X Y Y - - | - X Y - - | X Y - - - | Kết quả: - con chuột hải cẩu dưa hấu hải cẩu - -, - X Y Y - -
Quy tắc: X Y + + = | Y + = X + | + = X Y | X + Y = + | Kết quả: + + = chuột chim cánh cụt ngựa, + + = X Y
Quy tắc: * Z - + | + - Z * | - * + Z | * Z + Z - | Kết quả: * hải cẩu ngựa+hải cẩu ngựa -, * Z + Z -
Quy tắc: X * Y = | X Y * = | Y X = * Y | Y * = X | Kết quả: chuột cá mập = * cá mập, Y X = * Y
Quy tắc: X + - - Y | X Y - - - + | - Y - + X | - Y + X - | Kết quả: lê chuối - - - - - - -
Quy tắc: Y - = X Z + | - Z Y X = + | X - + Z Y = | X Z = - + Y | Kết quả: dưa hấu sư tử - = rắn hổ mang cá voi +, Y - = X Z +
Quy tắc: Z X + + | + X Z + | X + + X Z | Z + X + | Kết quả: nho + + sư tử nho, X + + X Z
Quy tắc: * Z Z - Y | * Y - Z | * Z - Y | Y Z - * | Kết quả: * dưa hấu dưa hấu - nho, * Z Z - Y
Quy tắc: - + Y - | - - Y + | - Y + - | + - Y Y Y - | Kết quả: + - đào đào đào -, + - Y Y Y -
Quy tắc: X - * Y + | + X * - Y | * + X Y - | + - * Y X X | Kết quả: + - * ngựa chuối dâu tây, + - * Y X X
Quy tắc: Z = = - Y | = = Z - Y | Z = - Y = | - = Z Y | Kết quả: dưa hấu = = - đại bàng lê, Z = - Y
Quy tắc: Z + Z = | + Z = | Z = + | + Z = | Kết quả: chuối + chuối =, Z + Z =
Quy tắc: Y - = | - = Y | - Y = Y | - = Y | Kết quả: - dưa hấu = dưa hấu, - Y = Y
Quy tắc: * - X | - X * | X * - X | X - * | Kết quả: blackberry * - blackberry, X * - X
Quy tắc: * + Z Y - | + - * Y Z | Y Z + - * | - * Y Z + | Kết quả: cá voi đào việt quất việt quất + - *, Y Z Z + - *
Quy tắc: X + - - Y | X + - - Y | Y - - X + | Y - - - + X | Kết quả: cò nho - - cò +, Y - - X +
Quy tắc: + X Y = + | Y + + X = | = Y + + X | X + Y = | Kết quả: lê dâu + + đào =, Y + + X =
Quy tắc: Z X = + X - | Z = + - X | - = X Z + | Z X + = - | Kết quả: đại bàng chuột đào đại bàng = + đại bàng đào -, Z X = + X -
Quy tắc: * = Z X | * = X Z | * Z Z X = | = * Z X | Kết quả: * ngựa vằn việt quất việt quất ngựa vằn =, * Z Z X =
Quy tắc: * Y + Y Z | Y * + Z | Y Z + * | Z * + Y | Kết quả: * chuối+ngựa chuối, * Y + Y Z
Quy tắc: - * X Z * | * * - X Z | - Z X * * | X * - Z | Kết quả: - * rắn hổ mang blackberry eagle *, - * X Z *
Quy tắc: Y * Z = - | = - * Z Y | Y = Z * - Y | * Z Y - = | Kết quả: đại bàng việt quất = ngựa vằn * - đại bàng việt quất, Y = Z * - Y
Quy tắc: + - X Y X | + - X Y | Y - X + | Y X + - | Kết quả: + - táo cá voi kiwi táo, + - X Y X
Quy tắc: Y + - Z X | + Y - Z X | + X - Z Y | X - + Z Y | Kết quả: + nho - lê việt quất, + X - Z Y
Quy tắc: Z * Y + | Z Y * + | Y +* Z | Z * + Y | Kết quả: cá voi lê sư tử * +, Z Y * +
Quy tắc: Z * = X - | * X = - Z | X * - = Z | - * Z = X | Kết quả: - * cá mập chuột = rắn hổ mang, - * Z = X
Quy tắc: + = = X X | X = + = | + = X = | = X = + | Kết quả: + = = dưa hấu dâu đen dâu đen, + = X X
Quy tắc: X = * = | X = * | * X X = = | = * = X | Kết quả: * đại bàng =, * X X = =
Quy tắc: + Y * Z = | * Y + Z = | = + Z Y * | Y * Z Z = + | Kết quả: ngựa cá voi * dưa hấu dưa hấu = +, Y * Z Z = +
Quy tắc: * X = = Z | Z X = * = | * Z X = | = X * Z = | Kết quả: * chim cánh cụt = = lê, * X = Z
Quy tắc: + X + = | X + = | + X = X + X | X + = + | Kết quả: + đại bàng = đại bàng đại bàng + đại bàng đại bàng, + X = X + X
Quy tắc: = * Y Z | Y * = Z | * Y = Z | Y = * Z | Kết quả: * chim cánh cụt = dưa hấu chim cánh cụt, * Y = Z
Quy tắc: Z * X * | * * X Z | * Z X * | Z * * X | Kết quả: chuối* chuối chuối *, Z * X *
Quy tắc: + = Z X | + = Z X | + X = Z | + X = Z | Kết quả: + = ngựa vằn nho, + = Z X
Quy tắc: * Z * Y | * * Z Y | * Y * Z | Y Z * * | Kết quả: * chim cánh cụt * dâu tây, * Y * Z
Quy tắc: + Z + + | Z + + Z Z + | Z + + | Z + + | Kết quả: ngựa vằn đại bàng + + đại bàng ngựa vằn đại bàng vằn +, Z + Z Z +
Quy tắc: = X Y + * | X = X + Y * | = + Y * X | * + Y X = | Kết quả: kiwi = kiwi + dưa hấu trâu *, X = X + Y *
Quy tắc: - X * Y | X - Y * | * - X Y Y | - X * Y | Kết quả: * - chuối chuối đào cá voi cá voi đào, * - X Y Y
Quy tắc: = - Z - | - = - Z | Z = - - | = Z - - Z | Kết quả: = sư tử táo - - sư tử táo, = Z - - Z
Quy tắc: Y + - | - + Y | - Y Y + | - + Y | Kết quả: - dâu tây +, - Y Y +
Quy tắc: X Z - + | X - + Z | Z + X - | - Z + X | Kết quả: con dấu nho - + đào táo, X - + Z
Quy tắc: = Y = - | = - = Y | Y - = | = Y - = Y | Kết quả: = đóng dấu kiwi - = niêm phong kiwi, = Y - = Y
