source,target
"Rules: * Y - * X Z | Substitutions: X by "" shark "" , Y by "" stork "" , Z by "" stork """,* stork - * shark stork
"Rules: = Y Z = + | Substitutions: Y by "" apple horse "" , Z by "" eagle """,= apple horse eagle = +
"Rules: + Y * = Z | Substitutions: Y by "" eagle "" , Z by "" blackberry seal """,+ eagle * = blackberry seal
"Rules: - X - X X + | Substitutions: X by "" banana """,- banana - banana banana +
"Rules: Z + = Y | Substitutions: Y by "" banana lion "" , Z by "" lion grape """,lion grape + = banana lion
"Rules: Z Y X * = | Substitutions: X by "" apple "" , Y by "" banana kiwi "" , Z by "" whale cobra """,whale cobra banana kiwi apple * =
"Rules: - Z Y = Z | Substitutions: Y by "" horse watermelon "" , Z by "" zebra """,- zebra horse watermelon = zebra
"Rules: + Y Y + * X | Substitutions: X by "" seal watermelon "" , Y by "" seal """,+ seal seal + * seal watermelon
"Rules: - - Z Z X | Substitutions: X by "" blueberry blueberry "" , Z by "" horse """,- - horse horse blueberry blueberry
"Rules: Z Z = - X * | Substitutions: X by "" watermelon "" , Z by "" apple """,apple apple = - watermelon *
"Rules: Y = + * Y Y | Substitutions: Y by "" kiwi """,kiwi = + * kiwi kiwi
"Rules: X X - + * Y | Substitutions: X by "" strawberry watermelon "" , Y by "" cobra """,strawberry watermelon strawberry watermelon - + * cobra
"Rules: = * Z - X X | Substitutions: X by "" grape blackberry "" , Z by "" buffalo """,= * buffalo - grape blackberry grape blackberry
"Rules: + X Z = - Y | Substitutions: X by "" whale "" , Y by "" seal penguin "" , Z by "" strawberry watermelon """,+ whale strawberry watermelon = - seal penguin
"Rules: - = Y Z | Substitutions: Y by "" rat buffalo "" , Z by "" rat """,- = rat buffalo rat
"Rules: * Y - Z Z = | Substitutions: Y by "" apple blackberry "" , Z by "" apple """,* apple blackberry - apple apple =
"Rules: Z Y * + + | Substitutions: Y by "" lion "" , Z by "" shark whale """,shark whale lion * + +
"Rules: Y = = = Y Y | Substitutions: Y by "" strawberry """,strawberry = = = strawberry strawberry
"Rules: Z X X - + | Substitutions: X by "" strawberry penguin "" , Z by "" buffalo rat """,buffalo rat strawberry penguin strawberry penguin - +
"Rules: X Y X + + | Substitutions: X by "" cobra lion "" , Y by "" buffalo strawberry """,cobra lion buffalo strawberry cobra lion + +
"Rules: Y - = = Z X | Substitutions: X by "" apple penguin "" , Y by "" horse horse "" , Z by "" peach """,horse horse - = = peach apple penguin
"Rules: = Z = Y | Substitutions: Y by "" seal blueberry "" , Z by "" buffalo peach """,= buffalo peach = seal blueberry
"Rules: + + Z Z = | Substitutions: Z by "" blackberry eagle """,+ + blackberry eagle blackberry eagle =
"Rules: - Z + Z - X | Substitutions: X by "" apple "" , Z by "" cobra """,- cobra + cobra - apple
"Rules: X = Y Y - * | Substitutions: X by "" eagle "" , Y by "" shark shark """,eagle = shark shark shark shark - *
"Rules: Y X Y * = = | Substitutions: X by "" shark stork "" , Y by "" shark kiwi """,shark kiwi shark stork shark kiwi * = =
"Rules: Z X + * Z - | Substitutions: X by "" seal pear "" , Z by "" banana blueberry """,banana blueberry seal pear + * banana blueberry -
"Rules: * - Z X | Substitutions: X by "" lion "" , Z by "" whale """,* - whale lion
"Rules: Z X Y * * - | Substitutions: X by "" seal "" , Y by "" rat seal "" , Z by "" peach grape """,peach grape seal rat seal * * -
"Rules: Z Z = - * | Substitutions: Z by "" eagle horse """,eagle horse eagle horse = - *
"Rules: Z - - - Z | Substitutions: Z by "" cobra strawberry """,cobra strawberry - - - cobra strawberry
"Rules: X = Y - X - | Substitutions: X by "" shark apple "" , Y by "" lion stork """,shark apple = lion stork - shark apple -
"Rules: = + Y Z | Substitutions: Y by "" zebra whale "" , Z by "" kiwi """,= + zebra whale kiwi
"Rules: X Y + = Z | Substitutions: X by "" strawberry pear "" , Y by "" pear pear "" , Z by "" zebra """,strawberry pear pear pear + = zebra
"Rules: X X Z + = | Substitutions: X by "" zebra apple "" , Z by "" blueberry rat """,zebra apple zebra apple blueberry rat + =
"Rules: = + Z Z | Substitutions: Z by "" shark stork """,= + shark stork shark stork
"Rules: + X = * Z Z | Substitutions: X by "" seal buffalo "" , Z by "" cobra buffalo """,+ seal buffalo = * cobra buffalo cobra buffalo
"Rules: * * X X Y | Substitutions: X by "" pear "" , Y by "" penguin stork """,* * pear pear penguin stork
"Rules: + X = X Y = | Substitutions: X by "" blueberry "" , Y by "" rat shark """,+ blueberry = blueberry rat shark =
"Rules: Y * = - Y X | Substitutions: X by "" buffalo apple "" , Y by "" watermelon """,watermelon * = - watermelon buffalo apple
"Rules: + + Y X X | Substitutions: X by "" strawberry "" , Y by "" lion """,+ + lion strawberry strawberry
"Rules: - X Z Z = | Substitutions: X by "" zebra watermelon "" , Z by "" zebra """,- zebra watermelon zebra zebra =
"Rules: * Y Z = Y | Substitutions: Y by "" cobra stork "" , Z by "" cobra """,* cobra stork cobra = cobra stork
"Rules: Y * = Z Y | Substitutions: Y by "" eagle "" , Z by "" blackberry """,eagle * = blackberry eagle
"Rules: Y - Y X - | Substitutions: X by "" kiwi cobra "" , Y by "" blackberry """,blackberry - blackberry kiwi cobra -
"Rules: Y Z - - + Z | Substitutions: Y by "" kiwi grape "" , Z by "" penguin watermelon """,kiwi grape penguin watermelon - - + penguin watermelon
"Rules: = X + + Z Z | Substitutions: X by "" seal strawberry "" , Z by "" stork """,= seal strawberry + + stork stork
"Rules: X + Y * | Substitutions: X by "" penguin "" , Y by "" blueberry """,penguin + blueberry *
"Rules: + - X Y X | Substitutions: X by "" apple banana "" , Y by "" peach lion """,+ - apple banana peach lion apple banana
"Rules: + Y Y = | Substitutions: Y by "" blackberry """,+ blackberry blackberry =
"Rules: Z * Y = | Substitutions: Y by "" watermelon "" , Z by "" strawberry whale """,strawberry whale * watermelon =
"Rules: - Y Y - | Substitutions: Y by "" watermelon """,- watermelon watermelon -
"Rules: - Z + X | Substitutions: X by "" kiwi watermelon "" , Z by "" cobra """,- cobra + kiwi watermelon
"Rules: X = Y X - + | Substitutions: X by "" zebra "" , Y by "" blueberry """,zebra = blueberry zebra - +
"Rules: X - = Z | Substitutions: X by "" strawberry buffalo "" , Z by "" blueberry """,strawberry buffalo - = blueberry
"Rules: = Z X Z - = | Substitutions: X by "" blackberry "" , Z by "" pear """,= pear blackberry pear - =
"Rules: - * Z Z - | Substitutions: Z by "" strawberry zebra """,- * strawberry zebra strawberry zebra -
"Rules: * Y X - Z | Substitutions: X by "" blueberry "" , Y by "" banana lion "" , Z by "" cobra strawberry """,* banana lion blueberry - cobra strawberry
"Rules: Y X * Z * | Substitutions: X by "" penguin "" , Y by "" watermelon buffalo "" , Z by "" seal banana """,watermelon buffalo penguin * seal banana *
"Rules: X = Z * | Substitutions: X by "" grape "" , Z by "" grape rat """,grape = grape rat *
"Rules: + Z Y X * | Substitutions: X by "" grape "" , Y by "" shark whale "" , Z by "" buffalo buffalo """,+ buffalo buffalo shark whale grape *
"Rules: Z = * Y - X | Substitutions: X by "" cobra "" , Y by "" strawberry "" , Z by "" blackberry """,blackberry = * strawberry - cobra
"Rules: Y * X - Z + | Substitutions: X by "" peach eagle "" , Y by "" shark blackberry "" , Z by "" pear shark """,shark blackberry * peach eagle - pear shark +
"Rules: + X X + | Substitutions: X by "" grape """,+ grape grape +
"Rules: Y + X Y - | Substitutions: X by "" lion "" , Y by "" zebra """,zebra + lion zebra -
"Rules: Z Z = = * | Substitutions: Z by "" banana """,banana banana = = *
"Rules: X Z = - | Substitutions: X by "" cobra penguin "" , Z by "" apple """,cobra penguin apple = -
"Rules: Y X - - | Substitutions: X by "" kiwi "" , Y by "" buffalo """,buffalo kiwi - -
"Rules: * X X Z - - | Substitutions: X by "" whale "" , Z by "" seal """,* whale whale seal - -
"Rules: Y * X - | Substitutions: X by "" rat "" , Y by "" pear stork """,pear stork * rat -
"Rules: Z X Z + * + | Substitutions: X by "" peach "" , Z by "" buffalo """,buffalo peach buffalo + * +
"Rules: - + Z Z * X | Substitutions: X by "" kiwi grape "" , Z by "" shark """,- + shark shark * kiwi grape
"Rules: Y + Y = Z | Substitutions: Y by "" banana shark "" , Z by "" seal grape """,banana shark + banana shark = seal grape
"Rules: + Z + Z | Substitutions: Z by "" grape strawberry """,+ grape strawberry + grape strawberry
"Rules: = + X + Z | Substitutions: X by "" shark strawberry "" , Z by "" penguin """,= + shark strawberry + penguin
"Rules: + + = X Z Y | Substitutions: X by "" rat "" , Y by "" banana "" , Z by "" seal """,+ + = rat seal banana
"Rules: - X * + X | Substitutions: X by "" penguin seal """,- penguin seal * + penguin seal
"Rules: Y = Y Z * | Substitutions: Y by "" seal "" , Z by "" peach grape """,seal = seal peach grape *
"Rules: + * - Y Z Y | Substitutions: Y by "" shark kiwi "" , Z by "" banana shark """,+ * - shark kiwi banana shark shark kiwi
"Rules: + = Y Z Y | Substitutions: Y by "" seal cobra "" , Z by "" peach shark """,+ = seal cobra peach shark seal cobra
"Rules: = Y * * Y | Substitutions: Y by "" peach """,= peach * * peach
"Rules: + + Z X | Substitutions: X by "" kiwi "" , Z by "" watermelon peach """,+ + watermelon peach kiwi
"Rules: Z * Y + | Substitutions: Y by "" watermelon zebra "" , Z by "" eagle """,eagle * watermelon zebra +
"Rules: * Z - - Y | Substitutions: Y by "" banana "" , Z by "" blueberry lion """,* blueberry lion - - banana
"Rules: - X X = | Substitutions: X by "" strawberry """,- strawberry strawberry =
"Rules: - Z Z + = | Substitutions: Z by "" buffalo """,- buffalo buffalo + =
"Rules: + Y Z = * | Substitutions: Y by "" horse cobra "" , Z by "" banana """,+ horse cobra banana = *
"Rules: Y Z - = X - | Substitutions: X by "" blackberry shark "" , Y by "" peach "" , Z by "" watermelon shark """,peach watermelon shark - = blackberry shark -
"Rules: + Z * Y | Substitutions: Y by "" zebra "" , Z by "" horse strawberry """,+ horse strawberry * zebra
"Rules: - + * Y X | Substitutions: X by "" rat pear "" , Y by "" shark """,- + * shark rat pear
"Rules: * X - X Z | Substitutions: X by "" blackberry "" , Z by "" stork """,* blackberry - blackberry stork
"Rules: Z * - Y Z | Substitutions: Y by "" strawberry zebra "" , Z by "" rat """,rat * - strawberry zebra rat
"Rules: Z Z - Y + | Substitutions: Y by "" banana zebra "" , Z by "" blueberry """,blueberry blueberry - banana zebra +
"Rules: - Z - Y | Substitutions: Y by "" strawberry "" , Z by "" horse """,- horse - strawberry
"Rules: - - Z Y Z * | Substitutions: Y by "" lion "" , Z by "" kiwi """,- - kiwi lion kiwi *
"Rules: Z - Y * Y | Substitutions: Y by "" stork "" , Z by "" cobra zebra """,cobra zebra - stork * stork
"Rules: - Y - = Z Y | Substitutions: Y by "" seal buffalo "" , Z by "" eagle penguin """,- seal buffalo - = eagle penguin seal buffalo
"Rules: X Y - * = X | Substitutions: X by "" pear lion "" , Y by "" buffalo kiwi """,pear lion buffalo kiwi - * = pear lion
"Rules: Y + X = * Z | Substitutions: X by "" apple "" , Y by "" horse seal "" , Z by "" rat """,horse seal + apple = * rat
"Rules: * Z Y * X | Substitutions: X by "" lion "" , Y by "" apple blackberry "" , Z by "" blackberry shark """,* blackberry shark apple blackberry * lion
"Rules: + + X Z Y | Substitutions: X by "" strawberry "" , Y by "" cobra "" , Z by "" banana apple """,+ + strawberry banana apple cobra
"Rules: - - Z - X | Substitutions: X by "" strawberry shark "" , Z by "" cobra """,- - cobra - strawberry shark
"Rules: X = * Y X | Substitutions: X by "" eagle "" , Y by "" buffalo """,eagle = * buffalo eagle
"Rules: X Z Z + * | Substitutions: X by "" banana blueberry "" , Z by "" seal """,banana blueberry seal seal + *
"Rules: X * + * Y | Substitutions: X by "" apple buffalo "" , Y by "" zebra """,apple buffalo * + * zebra
"Rules: Y Z + X * | Substitutions: X by "" whale "" , Y by "" kiwi strawberry "" , Z by "" seal """,kiwi strawberry seal + whale *
"Rules: + X X X * | Substitutions: X by "" penguin lion """,+ penguin lion penguin lion penguin lion *
"Rules: Z Z + = | Substitutions: Z by "" peach """,peach peach + =
"Rules: * Z * Z = | Substitutions: Z by "" lion grape """,* lion grape * lion grape =
"Rules: X X * X = | Substitutions: X by "" blueberry rat """,blueberry rat blueberry rat * blueberry rat =
"Rules: Z Y + = | Substitutions: Y by "" shark "" , Z by "" eagle """,eagle shark + =
"Rules: X = + = Z X | Substitutions: X by "" strawberry penguin "" , Z by "" shark """,strawberry penguin = + = shark strawberry penguin
"Rules: Z = X = - | Substitutions: X by "" kiwi cobra "" , Z by "" horse strawberry """,horse strawberry = kiwi cobra = -
"Rules: Y - X - | Substitutions: X by "" banana banana "" , Y by "" whale """,whale - banana banana -
"Rules: - Y Y + | Substitutions: Y by "" watermelon """,- watermelon watermelon +
"Rules: X Z - + | Substitutions: X by "" seal apple "" , Z by "" peach """,seal apple peach - +
"Rules: - X = X | Substitutions: X by "" watermelon banana """,- watermelon banana = watermelon banana
"Rules: Y * Y Z * = | Substitutions: Y by "" blueberry "" , Z by "" buffalo rat """,blueberry * blueberry buffalo rat * =
"Rules: Y + Y * | Substitutions: Y by "" horse """,horse + horse *
"Rules: = Y - Z = | Substitutions: Y by "" buffalo "" , Z by "" seal """,= buffalo - seal =
"Rules: Z Y + X + | Substitutions: X by "" whale whale "" , Y by "" grape "" , Z by "" zebra stork """,zebra stork grape + whale whale +
"Rules: Y - Z = X | Substitutions: X by "" stork cobra "" , Y by "" cobra stork "" , Z by "" zebra """,cobra stork - zebra = stork cobra
"Rules: Z - * - Z | Substitutions: Z by "" lion """,lion - * - lion
"Rules: Z Z = + Y = | Substitutions: Y by "" buffalo "" , Z by "" kiwi blueberry """,kiwi blueberry kiwi blueberry = + buffalo =
"Rules: = + - Z Z Z | Substitutions: Z by "" penguin """,= + - penguin penguin penguin
"Rules: X = Y - | Substitutions: X by "" stork "" , Y by "" peach """,stork = peach -
"Rules: * Y = Y | Substitutions: Y by "" stork """,* stork = stork
"Rules: Z + * Z | Substitutions: Z by "" grape """,grape + * grape
"Rules: Z X Y * * | Substitutions: X by "" blueberry watermelon "" , Y by "" watermelon watermelon "" , Z by "" penguin banana """,penguin banana blueberry watermelon watermelon watermelon * *
"Rules: X X - = + | Substitutions: X by "" blackberry """,blackberry blackberry - = +
"Rules: = = - Z X Y | Substitutions: X by "" blueberry lion "" , Y by "" blackberry grape "" , Z by "" kiwi """,= = - kiwi blueberry lion blackberry grape
"Rules: + X + - X | Substitutions: X by "" whale horse """,+ whale horse + - whale horse
"Rules: Z * Z Z * | Substitutions: Z by "" whale peach """,whale peach * whale peach whale peach *
"Rules: + X - Z Z | Substitutions: X by "" buffalo cobra "" , Z by "" penguin """,+ buffalo cobra - penguin penguin
"Rules: X X * Z = = | Substitutions: X by "" penguin "" , Z by "" lion blackberry """,penguin penguin * lion blackberry = =
"Rules: + = Y Y | Substitutions: Y by "" strawberry """,+ = strawberry strawberry
"Rules: * * Z Y | Substitutions: Y by "" stork "" , Z by "" kiwi """,* * kiwi stork
"Rules: Y * Y * X | Substitutions: X by "" blueberry "" , Y by "" zebra """,zebra * zebra * blueberry
"Rules: Z = Y Z + | Substitutions: Y by "" rat penguin "" , Z by "" zebra strawberry """,zebra strawberry = rat penguin zebra strawberry +
"Rules: Y = Z - * Z | Substitutions: Y by "" strawberry stork "" , Z by "" strawberry """,strawberry stork = strawberry - * strawberry
"Rules: Z - * Y X | Substitutions: X by "" penguin "" , Y by "" apple "" , Z by "" stork cobra """,stork cobra - * apple penguin
"Rules: + Z X - | Substitutions: X by "" pear "" , Z by "" seal """,+ seal pear -
"Rules: = + X X | Substitutions: X by "" horse pear """,= + horse pear horse pear
"Rules: + Y Z Z - | Substitutions: Y by "" zebra grape "" , Z by "" peach """,+ zebra grape peach peach -
"Rules: Z + Y + | Substitutions: Y by "" seal "" , Z by "" blueberry strawberry """,blueberry strawberry + seal +
"Rules: Z = Y - - | Substitutions: Y by "" shark "" , Z by "" peach whale """,peach whale = shark - -
"Rules: Y + + + Y | Substitutions: Y by "" stork kiwi """,stork kiwi + + + stork kiwi
"Rules: Z Y - X * | Substitutions: X by "" grape apple "" , Y by "" strawberry grape "" , Z by "" shark lion """,shark lion strawberry grape - grape apple *
"Rules: * * X Z + X | Substitutions: X by "" whale seal "" , Z by "" banana strawberry """,* * whale seal banana strawberry + whale seal
"Rules: - X = Y X - | Substitutions: X by "" peach cobra "" , Y by "" zebra penguin """,- peach cobra = zebra penguin peach cobra -
"Rules: Z + Y = | Substitutions: Y by "" shark grape "" , Z by "" pear """,pear + shark grape =
"Rules: - = - X Z Z | Substitutions: X by "" blueberry cobra "" , Z by "" blackberry grape """,- = - blueberry cobra blackberry grape blackberry grape
"Rules: = - * Y X | Substitutions: X by "" peach "" , Y by "" horse whale """,= - * horse whale peach
"Rules: Z + X Z * | Substitutions: X by "" lion cobra "" , Z by "" blueberry """,blueberry + lion cobra blueberry *
